word1	word2	anc1	anc2	fsg	bsg	con1	con2	nphon1	nphon2	easiness	index
temper	anger	4.5	6.004	0.182	0	2.7	3.75	5	4	-5.591	64216
flashlight	bulb	3.738	4.234	0.149	0	0	6.12	7	4	-5.595	24434
pour	spill	5.182	4.7	0.15	0.02	3.47	4.49	3	4	-5.628	48307
gallon	jug	4.796	3.584	0.13	0.02	4.84	5.93	5	3	-5.647	26619
adjective	verb	4.852	5.687	0.181	0.027	2.92	3.17	7	3	-5.651	676
ballerina	dancer	2.89	4.956	0.178	0	0	5.54	7	5	-5.658	4112
spade	shovel	3.367	4.317	0.155	0.021	5.61	5.68	4	5	-5.666	59397
paste	sticky	4.466	4.875	0.126	0	5.9	3.89	4	5	-5.694	45130
knapsack	backpack	2.079	3.611	0.291	0.022	0	0	6	6	-5.701	34795
dagger	sword	2.944	5.124	0.147	0.026	5.72	5.25	4	4	-5.708	16073
cuddle	hug	2.773	5.247	0.196	0.017	4.3	5.34	5	3	-5.715	15594
robbery	theft	4.554	5.088	0.142	0.054	4.75	3.58	5	4	-5.718	53425
crook	robber	4.159	3.638	0.128	0.035	5.27	6.25	4	4	-5.765	15290
lollipop	sucker	3.367	4.543	0.176	0	0	0	7	4	-5.837	37001
orchard	grove	3.367	4.868	0.109	0.048	5.78	5.62	5	4	-5.86	43574
shiver	shake	3.332	5.468	0.142	0.071	4.24	5.1	4	3	-5.886	56736
stocking	sock	4.304	4.007	0.125	0.028	5.33	5.46	6	3	-5.889	61312
polite	rude	5.328	5.298	0.155	0.044	3.3	2.95	5	3	-5.89	47703
amuse	entertain	3.892	4.97	0.15	0.275	3.17	3.93	5	7	-5.897	1867
liar	cheat	4.844	4.828	0.19	0	3.79	3.25	3	3	-5.924	36159
pluck	eyebrows	3.738	4.454	0.136	0.068	0	0	4	5	-5.93	47340
tantrum	temper	3.091	4.5	0.209	0.229	0	2.7	7	5	-5.952	63717
stalk	corn	3.638	5.673	0.127	0	4	5.51	4	4	-5.963	60523
sneaky	sly	3.761	4.19	0.201	0.219	0	2.37	5	3	-5.979	58597
thirsty	hungry	3.989	5.645	0.136	0.052	4.04	4.24	5	6	-5.983	64940
tangy	tart	2.996	3.871	0.211	0.041	0	0	0	4	-5.994	63690
tranquil	calm	4.29	5.852	0.158	0.048	3.3	3.56	8	3	-5.997	66330
cocky	arrogant	3.367	4.644	0.141	0.078	0	0	4	7	-6.008	12101
dragon	dungeon	5.037	2.708	0.092	0.167	5.49	5.58	6	6	-6.028	19622
pickles	sour	3.664	5.187	0.118	0	5.93	4.54	6	3	-6.029	46350
rooster	crow	3.401	4.745	0.113	0.014	6.2	5.33	5	3	-6.038	53677
ace	bandage	5.088	3.296	0.131	0.026	3.78	6.35	2	6	-6.041	357
typhoon	lagoon	3.367	4.663	0.162	0	0	0	5	5	-6.048	67442
zucchini	squash	3.332	4.682	0.149	0.045	0	0	6	5	-6.06	72166
robbery	thief	4.554	4.394	0.135	0	4.75	4.83	5	3	-6.065	53426
diver	scuba	3.332	4.585	0.153	0.041	0	0	4	5	-6.111	19029
napkin	wipe	2.996	5.05	0.148	0.02	5.29	0	6	3	-6.131	41494
riddle	rhyme	3.784	4.466	0.175	0.021	3.95	0	5	3	-6.178	53037
dune	buggy	4.078	3.434	0.135	0.054	5.52	5.58	3	4	-6.211	20136
padding	cushion	3.761	4.159	0.157	0	0	0	5	5	-6.26	44350
iceberg	lettuce	3.526	4.29	0.148	0	0	5.67	5	5	-6.263	31946
jupiter	saturn	4.263	4.111	0.112	0.065	0	0	6	5	-6.268	34294
shag	rug	3.296	4.454	0.123	0.045	0	6.12	3	3	-6.269	56348
pickle	sour	3.401	5.187	0.123	0	5.93	4.54	5	3	-6.274	46335
lapel	collar	2.833	4.727	0.149	0	0	6.09	5	4	-6.284	35284
disturb	annoy	3.892	4.205	0.136	0.034	0	0	6	3	-6.295	18984
energetic	hyperactive	4.673	3.497	0.138	0	0	0	8	9	-6.299	21279
spank	punish	3.135	5.242	0.189	0.1	4.75	3.21	5	5	-6.301	59462
obsession	perfume	5.656	4.159	0.136	0	1.65	6.03	7	6	-6.301	42957
hustle	bustle	3.761	3.932	0.222	0	3.37	0	5	5	-6.326	31789
slum	ghetto	2.773	4.511	0.172	0.127	4.5	0	4	4	-6.346	58215
amateur	beginner	5.182	2.89	0.128	0.033	0	0	5	6	-6.349	1734
clog	shoe	2.996	5.318	0.113	0	0	5.96	4	2	-6.353	11753
slob	messy	2.833	5.03	0.243	0.028	4.42	3.3	4	4	-6.359	58130
inhale	breathe	3.401	5.043	0.183	0.042	3.53	4.78	5	4	-6.386	32765
bandit	thief	3.526	4.394	0.167	0	0	4.83	6	3	-6.403	4262
mushroom	fungus	3.829	3.871	0.091	0.134	0	6.1	6	6	-6.408	41218
barley	oats	3.664	4.127	0.134	0.067	0	5.33	5	3	-6.426	4400
alto	saxophone	4.868	2.89	0.115	0.013	0	6.18	4	8	-6.427	1705
nylons	stockings	2.079	3.738	0.263	0	0	0	6	7	-6.441	42732
adverb	noun	3.434	5.421	0.205	0	3.39	3.93	5	3	-6.509	916
coward	wimp	3.829	3.738	0.157	0.023	0	0	4	4	-6.522	14558
subtraction	minus	4.143	6.153	0.16	0	3.73	2.75	10	5	-6.522	62239
erupt	explode	3.638	4.852	0.118	0.042	0	4.92	5	7	-6.524	21657
tranquil	peaceful	4.29	5.576	0.151	0.053	3.3	3.52	8	6	-6.53	66332
topping	fudge	4.043	4.344	0.116	0	5.27	0	5	3	-6.544	65790
repulsive	disgusting	3.526	4.736	0.189	0	3.28	0	8	9	-6.57	52412
underwear	panty	5.242	3.258	0.108	0	0	0	7	5	-6.572	67713
hoe	rake	2.944	3.784	0.174	0.047	5.25	5.66	2	3	-6.577	30805
wiggle	shake	3.761	5.468	0.122	0.014	3.83	5.1	5	3	-6.589	70878
copier	xerox	2.485	4.443	0.176	0.079	0	0	5	6	-6.607	14038
wimp	nerd	3.738	4.431	0.131	0	0	0	4	3	-6.623	70962
buggy	cart	3.434	4.905	0.108	0	5.58	0	4	4	-6.641	7852
slippers	robe	3.332	4.007	0.118	0.055	5.74	5.74	6	3	-6.644	58091
remorse	guilt	4.625	5.799	0.178	0	2.55	2.92	6	4	-6.664	52153
lick	lollipop	4.745	3.367	0.113	0.041	0	0	3	7	-6.691	36228
philosopher	socrates	4.997	3.219	0.118	0	0	0	8	8	-6.711	46141
socket	wrench	3.526	3.497	0.122	0.031	5.9	5.94	5	4	-6.785	58871
swimmer	diver	3.219	3.332	0.189	0.06	0	0	5	4	-6.788	63167
pastry	doughnut	3.932	3.258	0.147	0	0	5.93	6	5	-6.791	45133
annoy	irritate	4.205	3.367	0.089	0.205	0	0	3	6	-6.804	2153
magnify	enlarge	2.398	3.664	0.235	0	0	0	7	6	-6.81	37670
sermon	preacher	3.871	4.22	0.116	0.034	0	0	5	5	-6.827	56109
teapot	kettle	2.565	4.394	0.155	0.032	0	5.93	5	5	-6.832	63988
slug	snail	3.871	3.871	0.104	0.068	0	5.75	4	4	-6.846	58202
crisp	crunchy	4.644	3.761	0.167	0.043	3.42	4.66	5	6	-6.86	15122
ornament	decoration	3.466	4.357	0.095	0.034	5.69	5.67	8	8	-6.877	43770
seven	eight	2.833	2.773	0.291	0.041	0	3.74	5	2	-6.913	56199
famine	starve	4.564	3.638	0.206	0	3.71	3.87	5	5	-6.93	23138
nerd	dork	4.431	3.912	0.106	0	0	0	3	0	-6.947	41857
dizzy	faint	4.025	4.828	0.141	0.055	3.6	4.46	4	4	-6.994	19095
beware	caution	4.533	5.613	0.144	0.104	2.38	3.15	5	5	-7.039	5473
bran	oats	3.135	4.127	0.145	0.047	0	5.33	4	3	-7.051	7129
flutter	butterfly	3.091	4.369	0.179	0.012	3.45	5.91	5	7	-7.064	24842
blinds	shades	3.135	5.017	0.118	0	0	0	6	4	-7.072	6059
snotty	snob	3.178	3.664	0.217	0.049	0	3.75	0	4	-7.137	58705
adjective	adverb	4.852	3.434	0.152	0.274	2.92	3.39	7	5	-7.15	677
turnip	greens	2.944	5.037	0.123	0	0	0	5	5	-7.19	67191
awe	amaze	4.836	2.485	0.126	0.059	0	0	1	4	-7.209	3740
eyelash	mascara	3.135	3.871	0.167	0	0	0	4	7	-7.261	22717
pluck	feathers	3.738	4.522	0.102	0	0	0	4	5	-7.262	47342
elders	grandparent	4.419	3.045	0.119	0	5.65	0	5	11	-7.267	20788
prohibit	forbid	4.913	4.454	0.161	0.044	2.93	3.44	8	5	-7.272	49406
dishonest	liar	4.234	4.844	0.171	0.063	2.62	3.79	8	3	-7.277	18696
burglary	thief	3.892	4.394	0.112	0	0	4.83	6	3	-7.313	8180
musk	cologne	2.565	3.434	0.25	0	4.11	0	4	5	-7.314	41264
hostess	waitress	3.892	4.304	0.102	0	0	0	6	6	-7.32	31381
bravery	courage	3.497	5.451	0.238	0.082	1.93	2.51	6	4	-7.418	7240
tylenol	headache	3.401	5.017	0.178	0.054	0	2.26	7	5	-7.427	67398
frustrate	annoy	3.045	4.205	0.149	0	0	0	8	3	-7.434	26196
vulgar	rude	4.718	5.298	0.14	0	3.35	2.95	5	3	-7.453	69560
beginner	starter	2.89	5.22	0.106	0	0	0	6	6	-7.475	5142
slimy	goo	3.611	3.97	0.117	0.085	4.61	0	5	2	-7.507	58053
arrogant	snob	4.644	3.664	0.137	0	0	3.75	7	4	-7.509	2818
ivory	tusk	4.625	2.197	0.095	0.104	5.67	5.6	4	4	-7.514	33663
snail	slimy	3.871	3.611	0.13	0	5.75	4.61	4	5	-7.524	58495
trance	hypnotize	3.807	1.386	0.25	0.127	3.6	0	5	8	-7.596	66313
eyebrows	eyelashes	4.454	3.434	0.102	0	0	0	5	6	-7.628	22701
flakes	dandruff	3.738	2.079	0.132	0.229	0	5.42	5	7	-7.639	24368
mist	dew	4.248	3.892	0.103	0.027	4.42	5.25	4	2	-7.662	40116
soot	chimney	2.639	3.892	0.147	0.052	5.51	0	3	5	-7.709	59142
clumsy	klutz	4.454	2.197	0.201	0	3.82	0	6	5	-7.718	11943
daring	brave	4.736	5.576	0.152	0	2.42	2.76	5	4	-7.724	16313
gymnast	athlete	2.944	4.977	0.105	0	0	0	7	5	-7.735	28978
swoon	faint	4.025	4.828	0.14	0	3.26	4.46	4	4	-7.739	63226
quill	scroll	3.219	4.419	0.103	0	5.82	4.95	4	5	-7.756	50442
disbelief	belief	4.174	6.337	0.169	0.068	2.31	1.55	8	5	-7.779	18400
wicker	candle	3.219	4.248	0.095	0	5.84	5.37	4	6	-7.781	70824
plaid	stripe	3.951	3.761	0.133	0.05	4.55	4.56	4	5	-7.813	46820
aroma	scent	3.526	4.585	0.105	0.04	4.93	4.58	4	4	-7.833	2771
adverb	verb	3.434	5.687	0.158	0.027	3.39	3.17	5	3	-7.876	917
stalk	prey	3.638	4.852	0.117	0.02	4	4.63	4	3	-7.921	60524
detach	attach	2.639	4.883	0.088	0.099	0	0	5	4	-7.959	17586
blender	mixer	4.094	3.367	0.111	0	0	0	6	5	-7.994	5984
dinosaur	jurassic	4.19	3.466	0.099	0	0	0	7	7	-8.044	18158
mimic	imitate	4.762	4.143	0.118	0.139	3.18	3.44	5	6	-8.048	39769
ascent	descent	4.143	5.283	0.131	0.079	3.13	2.95	5	6	-8.097	2933
wand	fairy	2.89	4.844	0.122	0.014	0	4.49	4	4	-8.11	69842
mash	squash	3.784	4.682	0.106	0.013	3.53	0	3	5	-8.117	38378
wrench	screwdriver	3.497	3.332	0.087	0.049	5.94	5.54	4	9	-8.14	71692
snuggle	cuddle	2.485	2.773	0.243	0.042	0	4.3	6	5	-8.141	58737
uptight	tense	2.89	5.124	0.124	0.054	0	3.61	5	4	-8.192	68226
blockade	barricade	4.443	2.89	0.107	0	0	0	6	7	-8.21	6099
moist	damp	4.304	4.382	0.116	0.06	3.51	4	4	4	-8.275	40304
scold	punish	3.135	5.242	0.19	0.039	2.95	3.21	5	5	-8.281	55172
decompose	rot	2.639	4.22	0.193	0.013	0	3.54	8	3	-8.295	16725
volt	lightning	2.708	4.92	0.105	0	4.71	5.42	4	6	-8.306	69442
frail	fragile	3.892	5.075	0.14	0.015	3.79	3.08	4	6	-8.309	25586
oregano	spaghetti	2.773	4.522	0.105	0	5.39	0	7	7	-8.316	43652
antlers	horns	2.708	5.03	0.092	0	0	0	6	5	-8.343	2301
holler	scream	3.219	5.318	0.118	0.031	3.85	4.16	4	5	-8.369	30913
traitor	liar	3.714	4.844	0.115	0	4.5	3.79	5	3	-8.375	66274
gymnastics	tumble	3.871	3.738	0.106	0.028	5.08	4.56	10	6	-8.382	28996
briefcase	suitcase	3.332	3.85	0.097	0.057	0	0	7	6	-8.383	7467
voodoo	witchcraft	3.367	3.807	0.113	0	0	0	4	8	-8.419	69504
compulsion	obsession	3.784	5.656	0.208	0	2.54	1.65	9	7	-8.437	12943
toenail	clipper	2.398	3.091	0.2	0	0	0	5	5	-8.453	65484
pail	shovel	2.565	4.317	0.096	0.042	5.27	5.68	3	5	-8.472	44408
handicap	disable	4.382	2.89	0.099	0	0	0	8	7	-8.505	29331
choke	strangle	4.394	3.091	0.128	0	3.88	0	3	8	-8.511	11021
stench	odor	3.332	4.511	0.097	0.017	3.68	5.83	5	3	-8.512	61005
axon	dendrite	4.205	2.197	0.14	0	0	0	5	0	-8.576	3819
foresight	hindsight	3.497	4.111	0.124	0.163	2.28	0	6	7	-8.677	25290
smother	pillow	2.996	4.727	0.094	0	3.63	6.12	5	4	-8.705	58449
cunning	sly	3.761	4.19	0.137	0.082	0	2.37	5	3	-8.718	15674
vaseline	jelly	2.079	4.317	0.144	0	0	5.3	7	4	-8.738	68697
neptune	pluto	2.996	4.111	0.098	0.026	0	0	6	5	-8.748	41842
acorn	nut	2.197	4.673	0.122	0	0	0	5	3	-8.749	451
musty	odor	2.996	4.511	0.108	0	3.76	5.83	5	3	-8.772	41324
hustle	hurry	3.761	5.05	0.159	0	3.37	2.77	5	3	-8.791	31790
kleenex	sneeze	3.555	3.091	0.105	0.029	0	5.51	7	4	-8.793	34785
veal	parmesan	3.401	2.639	0.151	0	5.16	0	3	8	-8.821	68750
honk	beep	2.833	4.344	0.1	0	0	0	4	3	-8.833	31045
fawn	doe	2.079	4.543	0.089	0.027	5.47	5.75	3	2	-8.943	23479
munch	chew	3.296	4.575	0.123	0	4.08	4.32	4	2	-8.98	41144
thaw	melt	3.761	4.644	0.126	0	3.4	4.04	2	4	-8.982	64603
blackberry	blueberry	2.639	3.714	0.129	0.021	0	0	8	7	-8.997	5831
nylons	pantyhose	2.079	2.996	0.191	0.034	0	0	6	8	-8.997	42733
technician	electrician	4.174	2.773	0.092	0.013	0	0	8	10	-9.032	64048
slimy	slippery	3.611	4.585	0.103	0	4.61	3.83	5	6	-9.036	58055
gallop	trot	2.639	3.611	0.144	0.131	0	3.92	5	4	-9.078	26632
stingy	greedy	2.833	4.844	0.137	0	2.91	0	6	5	-9.09	61238
haunt	spook	4.357	2.708	0.207	0	2.63	4.07	4	4	-9.123	29711
pity	sorrow	5.124	3.989	0.123	0.027	3.3	2.61	4	4	-9.132	46772
pushy	bossy	3.045	3.466	0.118	0	0	0	4	4	-9.185	50225
adorn	decorate	3.638	4.078	0.139	0.028	3.35	4.19	5	6	-9.23	790
handkerchief	sneeze	2.485	3.091	0.151	0.014	0	5.51	8	4	-9.242	29341
digger	ditch	2.197	4.143	0.093	0.112	0	5.28	4	3	-9.261	18028
igloo	eskimo	1.946	3.401	0.176	0	0	0	4	6	-9.327	32068
smother	suffocate	2.996	1.946	0.239	0.165	3.63	3.77	5	7	-9.341	58447
bandit	smokey	3.526	3.367	0.09	0	0	0	6	5	-9.352	4264
drapes	blinds	3.219	3.135	0.107	0.033	0	0	5	6	-9.386	19675
disintegrate	dissolve	2.565	4.111	0.079	0.075	0	0	11	6	-9.474	18729
hoot	holler	3.584	3.219	0.136	0	0	3.85	3	4	-9.528	31136
antlers	reindeer	2.708	3.829	0.099	0.02	0	0	6	6	-9.54	2300
nomad	wanderer	2.833	2.197	0.178	0	0	0	5	6	-9.546	42255
nauseous	vomit	2.398	3.714	0.127	0	0	0	5	5	-9.558	41637
electrician	plumber	2.773	3.951	0.092	0	0	0	10	5	-9.63	20850
asteroid	meteor	3.584	2.398	0.107	0.055	0	0	6	5	-9.636	3184
casket	coffin	3.135	4.277	0.1	0	3	5.91	6	5	-9.652	9573
tutu	ballerina	3.091	2.89	0.109	0.055	0	0	4	7	-9.658	67228
ten	twenty	3.091	2.708	0.14	0	4.92	0	3	6	-9.667	64258
aggravate	irritate	2.398	3.367	0.125	0.048	0	0	7	6	-9.677	1226
curiosity	nosy	5.193	2.833	0.112	0	1.98	0	10	4	-9.73	15762
musk	odor	2.565	4.511	0.081	0	4.11	5.83	4	3	-9.793	41268
repentance	forgive	2.89	5.313	0.195	0	2.54	2.36	9	5	-9.841	52260
crunchy	chewy	3.761	2.639	0.107	0	4.66	0	6	3	-9.878	15476
gully	ditch	2.485	4.143	0.081	0.02	0	5.28	4	3	-9.883	28872
poise	posture	2.833	4.691	0.103	0	3.23	0	3	5	-9.899	47569
earnestness	honesty	3.091	5.011	0.178	0	2.63	2.69	8	6	-10.006	20342
dwarves	elves	2.398	3.332	0.128	0	0	0	6	4	-10.019	20237
dandruff	shampoo	2.079	4.007	0.098	0	5.42	0	7	5	-10.12	16239
disgrace	embarrass	3.871	3.871	0.117	0	1.92	0	7	7	-10.212	18596
scarf	handkerchief	4.304	2.485	0.091	0	4.07	0	5	8	-10.217	54972
comet	cupid	3.526	2.833	0.082	0	0	0	5	6	-10.243	12434
wiggle	squirm	3.761	2.996	0.102	0	3.83	0	5	5	-10.257	70879
blackmail	bribe	3.784	3.97	0.116	0.055	3.16	3.58	7	4	-10.265	5855
musk	scent	2.565	4.585	0.101	0	4.11	4.58	4	4	-10.321	41266
coyote	howl	3.332	3.178	0.072	0	0	0	5	3	-10.34	14600
stench	stink	3.332	4.277	0.104	0.011	3.68	3.9	5	5	-10.441	61004
chalkboard	eraser	2.565	2.303	0.153	0	0	0	0	5	-10.446	10108
frustrate	irritate	3.045	3.367	0.074	0	0	0	8	6	-10.457	26200
slime	ooze	3.611	2.708	0.068	0	5.32	0	4	2	-10.459	58040
conceited	snob	1.609	3.664	0.177	0.042	0	3.75	8	4	-10.474	13054
musty	damp	2.996	4.382	0.101	0.038	3.76	4	5	4	-10.495	41325
libel	slander	4.094	3.829	0.122	0.061	2.56	3.35	5	6	-10.519	36178
thaw	defrost	3.761	2.639	0.115	0.149	3.4	4.08	2	7	-10.628	64604
tricycle	three	2.079	4.078	0.085	0	0	0	8	3	-10.641	66705
fingernail	toenail	2.485	2.398	0.121	0.08	0	0	8	5	-10.645	24116
blender	daiquiri	4.094	2.079	0.072	0	0	0	6	0	-10.655	5985
ten	eleven	3.091	1.099	0.18	0	4.92	0	3	6	-10.682	64257
flake	dandruff	3.951	2.079	0.072	0	0	5.42	4	7	-10.689	24359
pushy	shove	3.045	3.932	0.092	0	0	3.62	4	3	-10.742	50228
cricket	chirp	3.97	2.197	0.068	0	0	0	6	3	-10.786	15042
meteorite	comet	2.773	3.526	0.068	0	0	0	8	5	-10.798	39411
sincerity	kindness	3.784	4.234	0.102	0	0	1.63	9	7	-10.859	57425
lint	fuzz	2.398	2.565	0.082	0.147	5.25	0	4	3	-10.919	36555
veer	swerve	2.89	2.079	0.127	0	0	0	3	4	-10.943	68762
mirage	illusion	3.555	4.963	0.111	0.047	3.14	2.03	4	6	-10.95	39968
squeak	squeal	2.833	2.996	0.096	0.026	4.51	0	5	5	-10.958	60213
vaseline	greasy	2.079	4.094	0.072	0	0	0	7	5	-10.958	68698
walkway	breezeway	3.871	1.609	0.06	0.118	0	0	5	6	-10.963	69762
defrost	melt	2.639	4.644	0.088	0	4.08	4.04	7	4	-10.997	16903
coyote	roadrunner	3.332	1.609	0.122	0	0	0	5	7	-11.043	14598
five	ten	3.497	3.091	0.092	0.021	3.53	4.92	3	3	-11.151	24323
slurp	gulp	1.946	3.466	0.086	0.046	0	0	4	4	-11.228	58243
bandanna	scarf	2.079	4.304	0.092	0	0	4.07	0	5	-11.234	4246
handkerchief	kleenex	2.485	3.555	0.065	0	0	0	8	7	-11.25	29345
handkerchief	snot	2.485	3.045	0.079	0	0	0	8	4	-11.538	29344
twinkle	sparkle	2.944	2.89	0.061	0	0	0	7	7	-11.548	67350
gully	fern	2.485	3.401	0.061	0	0	0	4	3	-11.551	28873
toasty	burnt	2.485	4.248	0.074	0	3.39	0	0	4	-11.582	65442
dwarves	seven	2.398	2.833	0.081	0.034	0	0	6	5	-11.615	20239
watt	volt	3.219	2.708	0.059	0.028	0	4.71	3	4	-11.701	70197
gymnast	acrobats	2.944	2.079	0.092	0	0	0	7	8	-11.777	28979
meek	humble	2.944	4.86	0.103	0.041	3.37	2.27	3	6	-11.795	39072
erode	corrode	3.784	1.386	0.079	0	0	0	4	4	-11.802	21629
doze	snooze	2.197	2.996	0.081	0.02	0	0	3	4	-11.803	19571
loosen	untie	3.584	1.792	0.067	0	0	0	5	4	-11.883	37102
suffocate	choke	1.946	4.394	0.117	0	3.77	3.88	7	3	-11.961	62374
reprimand	scold	2.485	3.135	0.182	0.122	2.49	2.95	9	5	-12.09	52350
chalkboard	blackboard	2.565	3.135	0.093	0.041	0	3.45	0	8	-12.254	10110
beginner	learner	2.89	2.833	0.073	0.021	0	4.08	6	4	-12.276	5143
snuggle	softener	2.485	2.996	0.053	0	0	0	6	6	-12.278	58740
zit	acne	1.099	2.197	0.158	0	0	0	0	4	-12.545	72123
bologna	salami	3.219	1.792	0.052	0	0	0	6	6	-12.794	6503
nosy	busybody	2.833	2.079	0.059	0	0	0	4	0	-12.795	42411
snot	booger	3.045	0.693	0.115	0	0	0	4	0	-12.807	58693
haughty	snob	2.773	3.664	0.13	0	2.18	3.75	4	4	-12.845	29675
briefcase	attache	3.332	1.792	0.042	0	0	0	7	5	-12.893	7473
cocky	conceited	3.367	1.609	0.04	0.027	0	0	4	8	-12.916	12104
quiver	shiver	2.773	3.332	0.068	0.016	3.77	4.24	5	4	-12.959	50482
termite	pest	1.792	4.043	0.065	0.014	0	3.62	5	4	-12.983	64435
pendulum	hypnotize	3.555	1.386	0.046	0	0	0	8	8	-12.988	45653
horoscope	aquarius	2.565	3.045	0.056	0	3.79	0	8	8	-13.135	31250
trance	daze	3.807	1.609	0.056	0	3.6	0	5	3	-13.357	66315
squeal	tattle	2.996	1.386	0.058	0	0	0	5	5	-13.475	60228
ointment	salve	2.197	2.485	0.045	0	0	0	7	3	-13.55	43213
valor	bravery	2.398	3.497	0.158	0.014	3.08	1.93	4	6	-13.655	68501
radiator	coolant	3.555	1.099	0.033	0	0	0	7	6	-13.694	50639
vaseline	lubricant	2.079	1.946	0.072	0	0	0	7	9	-13.704	68700
gymnast	limber	2.944	1.609	0.039	0	0	0	7	5	-13.758	28984
kindness	friendliness	4.234	3.091	0.095	0.028	1.63	2.5	7	10	-13.791	34655
earnestness	truthfulness	3.091	2.303	0.071	0	2.63	0	8	10	-13.926	20345
blinds	verticals	3.135	0.693	0.066	0	0	0	6	0	-13.953	6060
horoscope	astrology	2.565	3.178	0.063	0.048	3.79	3.48	8	9	-14.01	31249
gauze	bandaid	2.773	1.099	0.061	0	0	0	3	6	-14.083	26853
squeak	creak	2.833	1.792	0.041	0	4.51	0	5	4	-14.132	60217
apathetic	uncaring	2.773	1.609	0.033	0	0	0	8	7	-14.159	2384
amaze	astound	2.485	1.099	0.072	0	0	0	4	6	-14.208	1750
scribble	doodle	1.609	1.792	0.086	0	0	0	7	5	-14.208	55348
copier	cheater	2.485	1.609	0.041	0	0	0	5	4	-14.362	14041
shears	clippers	1.099	3.219	0.027	0.02	0	0	4	6	-14.493	56508
headband	bandanna	1.792	2.079	0.027	0.079	0	0	7	0	-14.498	29899
sinker	floater	1.946	1.792	0.053	0	0	0	5	5	-14.587	57507
twelve	eleven	1.099	1.099	0.122	0	0	0	5	6	-14.886	67268
bandaid	booboo	1.099	2.079	0.071	0	0	0	6	0	-14.961	4233
caress	fondle	2.303	1.609	0.026	0	0	0	4	6	-15.013	9354
amaze	astonish	2.485	0.693	0.059	0	0	0	4	7	-15.065	1752
slurp	slushy	1.946	1.609	0.04	0	0	0	4	0	-15.158	58245
ointment	neosporin	2.197	1.609	0.026	0	0	0	7	0	-15.164	43218
lubricate	vaseline	1.386	2.079	0.046	0	0	0	8	7	-15.201	37382
vaseline	chapped	2.079	1.792	0.02	0	0	0	7	0	-15.255	68708
menthol	eucalyptus	0.693	3.091	0.02	0	0	0	6	10	-15.575	39275
periscope	kaleidoscope	1.386	2.079	0.026	0	0	0	8	10	-15.721	45888
lubricate	moisten	1.386	1.386	0.06	0	0	0	8	5	-15.722	37379
handkerchief	booger	2.485	0.693	0.022	0	0	0	8	0	-16.028	29353
disown	unloved	1.099	2.197	0.02	0	0	0	5	6	-16.138	18824
wart	blemish	1.099	1.946	0.03	0	0	0	4	6	-16.199	70034
stingy	miser	2.833	1.386	0.033	0	2.91	0	6	4	-16.218	61244
slither	slink	1.946	2.079	0.028	0	3.38	0	5	0	-16.33	58108
frill	ruffle	1.099	2.485	0.042	0	3.7	0	4	5	-16.386	26058
zit	blemish	1.099	1.946	0.02	0	0	0	0	6	-16.459	72128
canvass	tarp	0.693	2.079	0.034	0	0	0	6	4	-16.503	8998
headband	wristband	1.792	0.693	0.041	0	0	0	7	0	-16.523	29898
hypnotize	mesmerize	1.386	0.693	0.06	0	0	0	8	7	-16.608	31875
haughty	conceited	2.773	1.609	0.034	0	2.18	0	4	8	-16.613	29680
bandanna	kerchief	2.079	0.693	0.02	0	0	0	0	5	-16.659	4256
holiness	godliness	2.944	1.099	0.035	0	2.33	0	7	0	-16.867	30900
ghoul	goblin	0.693	2.197	0.053	0.048	0	3.69	0	6	-16.894	27177
wart	zit	1.099	1.099	0.038	0	0	0	4	0	-17.074	70033
tact	couth	2.708	0.693	0.028	0	3.1	0	4	0	-17.251	63489
paperclip	fasten	0.693	2.079	0.02	0	0	3.44	0	5	-18.508	44700
